id,previous_rank,current_rank,previous_score,current_score,previous_pop,current_pop,previous_ac,current_ac,rank_change
797,149,149,61.4,61.4,354,354,47.3,47.3,0
1965,150,150,61.3,61.3,1264,1264,75.82,75.82,0
121,151,151,61.1,61.1,1388,1388,68.77,68.77,0
1991,152,152,61.1,61.1,1731,1731,89.0,89.0,0
707,153,153,61.1,61.1,1299,1299,63.09,63.09,0
1504,154,154,61.0,61.0,2093,2093,73.49,73.49,0
184,155,155,61.0,61.0,1031,1031,67.59,67.59,0
191,156,156,60.7,60.7,311,311,52.22,52.22,0
1217,157,157,60.7,60.7,1956,1956,71.93,71.93,0
629,158,158,60.7,60.7,876,876,62.93,62.93,0
631,159,159,60.6,60.6,107,107,47.3,47.3,0
1897,160,160,60.5,60.5,1534,1534,88.02,88.02,0
1232,161,161,60.5,60.5,1714,1714,75.55,75.55,0
183,162,162,60.5,60.5,1608,1608,76.34,76.34,0
1966,163,163,60.4,60.4,1602,1602,73.0,73.0,0
633,164,164,60.4,60.4,107,107,47.31,47.31,0
606,165,165,60.4,60.4,107,107,47.3,47.3,0
607,166,166,60.3,60.3,157,157,48.74,48.74,0
1309,167,167,60.3,60.3,1706,1706,69.87,69.87,0
2184,168,168,60.3,60.3,2251,2251,84.22,84.22,0
1214,169,169,60.2,60.2,1811,1811,71.56,71.56,0
1334,170,170,60.1,60.1,1791,1791,89.35,89.35,0
1534,171,171,60.1,60.1,2359,2359,86.18,86.18,0
1896,172,172,60.1,60.1,1658,1658,78.78,78.78,0
603,173,173,60.0,60.0,270,270,51.6,51.6,0
1258,174,174,60.0,60.0,1986,1986,83.88,83.88,0
196,175,175,59.9,59.9,1614,1614,59.71,59.71,0
1529,176,176,59.9,59.9,2640,2640,85.34,85.34,0
2182,177,177,59.9,59.9,2568,2568,94.52,94.52,0
1247,178,178,59.9,59.9,1917,1917,71.09,71.09,0
193,179,179,59.9,59.9,341,341,52.07,52.07,0
167,180,180,59.9,59.9,565,565,60.51,60.51,0
188,181,181,59.8,59.8,1778,1778,73.21,73.21,0
800,182,182,59.8,59.8,360,360,47.3,47.3,0
1253,183,183,59.6,59.6,2031,2031,67.2,67.2,0
813,184,184,59.5,59.5,107,107,47.3,47.3,0
2248,185,185,59.2,59.2,983,983,73.46,73.46,0
668,186,186,59.1,59.1,219,219,51.6,51.6,0
1433,187,187,59.1,59.1,1858,1858,78.22,78.22,0
1987,188,188,59.1,59.1,2472,2472,92.5,92.5,0
1411,189,189,58.9,58.9,2189,2189,77.77,77.77,0
696,190,190,58.9,58.9,1826,1826,58.29,58.29,0
1932,191,191,58.9,58.9,1874,1874,84.93,84.93,0
1233,192,192,58.8,58.8,1964,1964,75.51,75.51,0
672,193,193,58.8,58.8,103,103,49.3,49.3,0
2777,194,194,58.8,58.8,2023,2023,84.1,84.1,0
1794,195,195,58.7,58.7,2047,2047,94.03,94.03,0
1219,196,196,58.7,58.7,2072,2072,74.95,74.95,0
802,197,197,58.6,58.6,157,157,47.3,47.3,0
605,198,198,58.6,58.6,269,269,51.78,51.78,0
62,199,199,58.5,58.5,145,145,51.9,51.9,0
1530,200,200,58.5,58.5,2273,2273,83.95,83.95,0
131,201,201,58.4,58.4,890,890,71.48,71.48,0
1013,202,202,58.2,58.2,775,775,98.0,98.0,0
1901,203,203,58.2,58.2,1439,1439,90.11,90.11,0
1061,204,204,58.1,58.1,2914,2914,99.46,99.46,0
146,205,205,58.1,58.1,225,225,52.4,52.4,0
1328,206,206,57.9,57.9,1477,1477,80.08,80.08,0
1733,207,207,57.8,57.8,1789,1789,94.3,94.3,0
126,208,208,57.8,57.8,483,483,60.48,60.48,0
192,209,209,57.8,57.8,582,582,53.43,53.43,0
2464,210,210,57.8,57.8,1568,1568,84.48,84.48,0
680,211,211,57.8,57.8,189,189,53.16,53.16,0
1434,212,212,57.8,57.8,1738,1738,75.2,75.2,0
812,213,213,57.7,57.7,107,107,47.3,47.3,0
773,214,214,57.7,57.7,915,915,67.32,67.32,0
1990,215,215,57.5,57.5,1694,1694,87.34,87.34,0
829,216,216,57.5,57.5,1,1,47.3,47.3,0
1731,217,217,57.5,57.5,1745,1745,95.16,95.16,0
1983,218,218,57.5,57.5,1605,1605,88.8,88.8,0
1943,219,219,57.4,57.4,1980,1980,90.77,90.77,0
2458,220,220,57.3,57.3,1824,1824,82.76,82.76,0
1256,221,221,57.3,57.3,1980,1980,85.33,85.33,0
1767,222,222,57.3,57.3,2056,2056,93.15,93.15,0
842,223,223,57.2,57.2,734,734,65.3,65.3,0
1338,224,224,57.1,57.1,1651,1651,96.3,96.3,0
187,225,225,57.1,57.1,1945,1945,80.32,80.32,0
1216,226,226,57.0,57.0,1625,1625,73.23,73.23,0
2,227,227,57.0,57.0,84,84,59.22,59.22,0
1239,228,228,57.0,57.0,963,963,72.92,72.92,0
1479,229,229,56.9,56.9,1410,1410,73.37,73.37,0
76,230,230,56.9,56.9,203,203,63.19,63.19,0
1259,231,231,56.9,56.9,1668,1668,85.91,85.91,0
1417,232,232,56.9,56.9,2650,2650,77.79,77.79,0
1898,233,233,56.8,56.8,1300,1300,85.8,85.8,0
1505,234,234,56.8,56.8,1390,1390,73.47,73.47,0
2245,235,235,56.8,56.8,1184,1184,77.39,77.39,0
849,236,236,56.7,56.7,1401,1401,65.54,65.54,0
1329,237,237,56.7,56.7,1063,1063,80.24,80.24,0
141,238,238,56.7,56.7,331,331,52.4,52.4,0
18,239,239,56.6,56.6,121,121,59.0,59.0,0
1409,240,240,56.6,56.6,1458,1458,96.3,96.3,0
1321,241,241,56.6,56.6,1197,1197,96.29,96.29,0
1449,242,242,56.5,56.5,1649,1649,76.85,76.85,0
814,243,243,56.5,56.5,84,84,47.3,47.3,0
2474,244,244,56.5,56.5,3348,3348,93.52,93.52,0
51,245,245,56.4,56.4,93,93,52.4,52.4,0
1403,246,246,56.3,56.3,1084,1084,89.29,89.29,0
42,247,247,56.3,56.3,82,82,52.4,52.4,0
2071,248,248,56.2,56.2,2410,2410,97.31,97.31,0
63,249,249,56.2,56.2,90,90,55.4,55.4,0
1975,250,250,56.2,56.2,1523,1523,91.68,91.68,0
