GEOID,pop,pop_moe,income,income_moe,units,units_moe,occupied,occupied_moe,pop65,pop65_moe,acs_year
060133630002,2114,532,120477.0,23218.0,849,208,707,185,582,204.08821622033938,2024
060133630003,2521,887,91671.0,7397.0,980,311,980,311,785,350.3155720204285,2024
060133630004,771,305,90938.0,63687.0,325,125,325,125,74,68.32276341015489,2024
060133640021,1902,471,63929.0,43703.0,816,185,816,185,464,148.49242404917499,2024
060133640022,1588,611,88750.0,34964.0,539,164,539,164,166,83.37865434270333,2024
060133640023,1763,521,141667.0,42921.0,568,144,568,144,179,76.38062581571324,2024
060133650021,2120,686,74743.0,20928.0,660,169,620,171,179,83.60621986431393,2024
060133650022,1142,394,105313.0,41730.0,342,90,309,92,32,58.66003750424986,2024
060133650023,1852,531,108393.0,66169.0,452,148,381,138,188,114.84337159801605,2024
060133650031,1488,317,116078.0,24953.0,702,165,649,163,385,163.41358572652396,2024
060133650032,1497,663,84769.0,28213.0,581,248,581,248,107,107.42904635153381,2024
060133650033,1723,614,59381.0,7156.0,791,247,791,247,344,199.45926902503177,2024
060133650034,881,544,,,564,310,518,298,56,79.91245209602819,2024
060133660011,1283,416,78500.0,21879.0,526,150,526,150,222,107.75435026020992,2024
060133660012,2733,627,110341.0,44609.0,773,140,773,140,259,111.00450441310929,2024
060133660021,1173,340,56343.0,9958.0,464,127,464,127,197,111.33732527773424,2024
060133660022,1858,499,165032.0,38360.0,477,119,470,121,247,105.60776486603625,2024
060133660023,3221,857,77625.0,41191.0,892,231,874,223,270,104.47487736293353,2024
060133671001,1894,642,131069.0,9261.0,545,188,545,188,269,148.60349928585129,2024
060133671002,803,569,,,255,141,179,107,93,68.74590896918885,2024
060133671003,1885,670,46680.0,18882.0,932,282,910,275,178,151.08275877809487,2024
060133671004,1198,487,108661.0,45592.0,412,151,366,137,242,105.9197809665409,2024
060133672001,1600,476,98920.0,30784.0,409,110,402,111,174,74.07428703673091,2024
060133672002,3020,863,66731.0,35041.0,1077,252,1020,257,216,89.86100377805714,2024
060133672003,997,402,135139.0,29796.0,312,98,312,98,212,129.20913280414817,2024
060133680011,407,255,74167.0,53200.0,157,92,138,86,36,52.3354564325181,2024
060133680012,2005,653,104096.0,28886.0,498,153,498,153,112,70.92249290598858,2024
060133680013,1412,659,111167.0,57463.0,384,140,384,140,158,84.74668135095321,2024
060133680014,1674,605,86450.0,30629.0,371,136,371,136,101,89.50418984606252,2024
060133680021,2096,479,74313.0,28870.0,617,155,617,155,230,140.49911031746785,2024
060133680022,2210,739,65598.0,23043.0,597,163,557,158,250,125.61846997953764,2024
060133690011,2275,888,72609.0,7295.0,793,319,758,319,143,108.40664186294121,2024
060133690012,1516,412,84554.0,16290.0,549,169,549,169,467,142.97202523570826,2024
