h3,land,land_frac,wc_code
8928308ea27ffff,woodland,0.79,10
8928308ea2bffff,woodland,0.834,10
8928308ea2fffff,woodland,0.834,10
8928308ea33ffff,grassland,0.542,30
8928308ea37ffff,grassland,0.682,30
8928308ea3bffff,grassland,0.533,30
8928308ea43ffff,developed,0.826,50
8928308ea47ffff,developed,0.474,50
8928308ea4bffff,bare ground,0.435,60
8928308ea4fffff,developed,0.496,50
8928308ea53ffff,developed,0.755,50
8928308ea57ffff,woodland,0.487,10
8928308ea5bffff,developed,0.758,50
8928308ea63ffff,developed,0.948,50
8928308ea67ffff,developed,0.831,50
8928308ea6bffff,developed,0.39,50
8928308ea6fffff,open water,0.8,80
8928308ea73ffff,developed,0.878,50
8928308ea77ffff,developed,0.498,50
8928308ea7bffff,developed,0.936,50
8928308ea83ffff,developed,0.541,50
8928308ea87ffff,grassland,0.369,30
8928308ea8bffff,developed,0.637,50
8928308ea8fffff,developed,0.676,50
8928308ea93ffff,open water,0.851,80
8928308ea97ffff,open water,0.653,80
8928308ea9bffff,developed,0.552,50
8928308eaa3ffff,open water,1.0,80
8928308eaa7ffff,open water,1.0,80
8928308eaabffff,open water,0.419,80
8928308eaafffff,open water,0.965,80
8928308eab3ffff,open water,0.738,80
8928308eab7ffff,open water,1.0,80
8928308eabbffff,woodland,0.428,10
8928308eac3ffff,developed,0.802,50
8928308eac7ffff,woodland,0.445,10
8928308eacbffff,developed,0.586,50
8928308eacfffff,developed,0.553,50
8928308ead3ffff,developed,0.576,50
8928308ead7ffff,developed,0.419,50
8928308eadbffff,developed,0.914,50
8928308eb03ffff,open water,1.0,80
8928308eb07ffff,open water,1.0,80
8928308eb0bffff,open water,1.0,80
8928308eb0fffff,open water,0.975,80
8928308eb13ffff,open water,1.0,80
8928308eb17ffff,open water,1.0,80
8928308eb1bffff,open water,1.0,80
8928308eb23ffff,open water,1.0,80
8928308eb27ffff,open water,1.0,80
8928308eb2bffff,open water,1.0,80
8928308eb2fffff,open water,0.996,80
8928308eb33ffff,open water,1.0,80
8928308eb37ffff,open water,1.0,80
8928308eb3bffff,open water,1.0,80
8928308eb43ffff,grassland,0.506,30
8928308eb47ffff,grassland,0.448,30
8928308eb4bffff,woodland,0.712,10
8928308eb4fffff,grassland,0.945,30
8928308eb53ffff,open water,0.343,80
8928308eb57ffff,open water,1.0,80
8928308eb5bffff,woodland,0.876,10
8928308eb63ffff,open water,0.432,80
8928308eb67ffff,open water,0.958,80
8928308eb6bffff,woodland,0.601,10
8928308eb6fffff,woodland,0.632,10
8928308eb73ffff,open water,0.801,80
8928308eb77ffff,open water,1.0,80
8928308eb7bffff,grassland,0.578,30
8928308eb83ffff,open water,1.0,80
8928308eb87ffff,open water,1.0,80
8928308eb8bffff,open water,0.968,80
8928308eb8fffff,open water,1.0,80
8928308eb93ffff,open water,1.0,80
8928308eb97ffff,open water,1.0,80
8928308eb9bffff,open water,1.0,80
8928308eba3ffff,open water,1.0,80
8928308ebabffff,open water,1.0,80
8928308ebafffff,open water,1.0,80
8928308ebb3ffff,open water,1.0,80
8928308ebbbffff,open water,1.0,80
8928308ebc3ffff,open water,0.688,80
8928308ebc7ffff,open water,0.986,80
8928308ebcbffff,woodland,0.428,10
8928308ebcfffff,open water,0.744,80
8928308ebd3ffff,open water,1.0,80
8928308ebd7ffff,open water,1.0,80
8928308ebdbffff,open water,0.988,80
8928308ec4bffff,open water,1.0,80
8928308ec6bffff,open water,1.0,80
8928308ee03ffff,open water,1.0,80
8928308ee07ffff,open water,1.0,80
8928308ee0bffff,open water,1.0,80
8928308ee0fffff,open water,1.0,80
8928308ee13ffff,open water,1.0,80
8928308ee17ffff,open water,1.0,80
8928308ee1bffff,open water,1.0,80
8928308ee23ffff,open water,1.0,80
8928308ee27ffff,open water,0.966,80
8928308ee2bffff,open water,1.0,80
8928308ee2fffff,open water,1.0,80
8928308ee33ffff,open water,0.75,80
8928308ee37ffff,open water,0.885,80
8928308ee3bffff,open water,0.906,80
8928308ee43ffff,open water,0.92,80
8928308ee47ffff,open water,1.0,80
8928308ee4bffff,developed,0.637,50
8928308ee4fffff,open water,0.563,80
8928308ee53ffff,open water,1.0,80
8928308ee57ffff,open water,1.0,80
8928308ee5bffff,open water,0.67,80
8928308ee63ffff,open water,0.797,80
8928308ee67ffff,open water,1.0,80
8928308ee6bffff,woodland,0.569,10
8928308ee6fffff,developed,0.587,50
8928308ee73ffff,open water,1.0,80
8928308ee77ffff,open water,0.898,80
8928308ee7bffff,open water,0.926,80
8928308ee83ffff,open water,1.0,80
8928308ee87ffff,open water,1.0,80
8928308ee8bffff,open water,1.0,80
8928308ee8fffff,open water,1.0,80
8928308ee93ffff,open water,1.0,80
8928308ee97ffff,open water,1.0,80
8928308ee9bffff,open water,1.0,80
8928308eea3ffff,open water,1.0,80
8928308eea7ffff,open water,1.0,80
8928308eeabffff,open water,0.966,80
8928308eeafffff,open water,1.0,80
8928308eeb3ffff,open water,1.0,80
8928308eeb7ffff,open water,1.0,80
8928308eebbffff,open water,1.0,80
8928308eec3ffff,open water,1.0,80
8928308eec7ffff,open water,1.0,80
8928308eecbffff,open water,1.0,80
8928308eecfffff,open water,1.0,80
8928308eed3ffff,open water,1.0,80
8928308eed7ffff,open water,1.0,80
8928308eedbffff,open water,1.0,80
8928308f003ffff,developed,0.917,50
8928308f007ffff,developed,0.978,50
8928308f00bffff,developed,0.887,50
8928308f00fffff,developed,0.893,50
8928308f013ffff,developed,0.975,50
8928308f017ffff,developed,0.903,50
8928308f01bffff,developed,0.947,50
8928308f023ffff,developed,0.926,50
8928308f027ffff,developed,0.838,50
8928308f02bffff,developed,0.933,50
8928308f02fffff,developed,0.926,50
8928308f033ffff,developed,0.865,50
8928308f037ffff,developed,0.861,50
8928308f03bffff,developed,0.94,50
8928308f043ffff,developed,0.895,50
8928308f047ffff,developed,0.768,50
8928308f04bffff,developed,0.464,50
8928308f04fffff,developed,0.547,50
8928308f053ffff,developed,0.901,50
8928308f057ffff,developed,0.872,50
8928308f05bffff,developed,0.483,50
8928308f063ffff,developed,0.52,50
8928308f067ffff,developed,0.898,50
8928308f06bffff,developed,0.486,50
8928308f06fffff,developed,0.5,50
8928308f073ffff,developed,0.918,50
8928308f077ffff,developed,0.872,50
8928308f07bffff,developed,0.698,50
8928308f083ffff,woodland,0.653,10
8928308f087ffff,developed,0.963,50
8928308f08bffff,developed,0.853,50
8928308f08fffff,developed,0.899,50
8928308f0a3ffff,developed,0.955,50
8928308f0a7ffff,developed,0.604,50
8928308f0abffff,developed,0.853,50
8928308f0afffff,developed,0.905,50
8928308f0b3ffff,developed,0.786,50
8928308f0b7ffff,developed,0.412,50
8928308f0bbffff,developed,0.881,50
8928308f0c3ffff,developed,0.83,50
8928308f0c7ffff,developed,0.97,50
8928308f0cbffff,developed,0.874,50
8928308f0cfffff,developed,0.917,50
8928308f0d7ffff,developed,0.941,50
8928308f0dbffff,developed,0.844,50
8928308f103ffff,developed,0.543,50
8928308f107ffff,grassland,0.444,30
8928308f10bffff,developed,0.709,50
8928308f10fffff,developed,0.716,50
8928308f113ffff,developed,0.551,50
8928308f117ffff,bare ground,0.423,60
8928308f11bffff,developed,0.782,50
8928308f123ffff,developed,0.903,50
8928308f127ffff,developed,0.953,50
8928308f12bffff,developed,0.878,50
8928308f12fffff,developed,0.929,50
8928308f133ffff,developed,0.452,50
8928308f137ffff,developed,0.938,50
8928308f13bffff,developed,0.75,50
8928308f143ffff,developed,0.934,50
8928308f147ffff,developed,0.779,50
8928308f14bffff,developed,0.973,50
8928308f14fffff,developed,0.906,50
8928308f153ffff,developed,0.844,50
8928308f157ffff,developed,0.901,50
8928308f15bffff,developed,0.943,50
8928308f163ffff,developed,0.697,50
8928308f167ffff,developed,0.98,50
8928308f16bffff,developed,0.84,50
8928308f16fffff,developed,0.973,50
8928308f173ffff,developed,0.616,50
8928308f177ffff,developed,0.949,50
8928308f17bffff,developed,0.98,50
8928308f183ffff,open water,0.88,80
8928308f187ffff,open water,0.741,80
8928308f18bffff,grassland,0.354,30
8928308f18fffff,grassland,0.364,30
8928308f193ffff,open water,1.0,80
8928308f197ffff,open water,1.0,80
8928308f19bffff,open water,1.0,80
8928308f1a3ffff,developed,0.433,50
8928308f1a7ffff,developed,0.499,50
8928308f1abffff,developed,0.53,50
8928308f1afffff,developed,0.632,50
8928308f1b3ffff,open water,0.283,80
8928308f1b7ffff,developed,0.73,50
8928308f1bbffff,grassland,0.457,30
8928308f1c3ffff,developed,0.508,50
8928308f1c7ffff,grassland,0.785,30
8928308f1cbffff,developed,0.933,50
8928308f1cfffff,developed,0.786,50
8928308f1d3ffff,woodland,0.418,10
8928308f1d7ffff,open water,0.47,80
8928308f1dbffff,developed,0.906,50
8928308f203ffff,woodland,0.947,10
8928308f207ffff,woodland,0.741,10
8928308f20bffff,woodland,0.892,10
8928308f20fffff,woodland,0.759,10
8928308f213ffff,woodland,0.608,10
8928308f217ffff,developed,0.688,50
8928308f21bffff,woodland,0.963,10
8928308f223ffff,woodland,0.853,10
8928308f227ffff,woodland,0.831,10
8928308f22bffff,woodland,0.963,10
8928308f22fffff,woodland,1.0,10
8928308f233ffff,developed,0.635,50
8928308f237ffff,woodland,0.654,10
8928308f23bffff,woodland,1.0,10
8928308f243ffff,woodland,0.569,10
8928308f247ffff,woodland,0.58,10
8928308f24bffff,woodland,0.678,10
8928308f24fffff,grassland,0.511,30
8928308f25bffff,woodland,0.821,10
8928308f263ffff,grassland,0.849,30
8928308f267ffff,grassland,0.597,30
8928308f26bffff,woodland,0.929,10
8928308f26fffff,woodland,0.757,10
8928308f273ffff,grassland,0.657,30
8928308f277ffff,grassland,0.511,30
8928308f27bffff,grassland,0.764,30
8928308f283ffff,woodland,0.689,10
8928308f287ffff,woodland,0.538,10
8928308f28bffff,woodland,0.498,10
8928308f28fffff,woodland,0.691,10
8928308f293ffff,woodland,0.821,10
8928308f297ffff,woodland,0.518,10
8928308f29bffff,developed,0.726,50
8928308f2a3ffff,developed,0.693,50
8928308f2a7ffff,developed,0.46,50
8928308f2abffff,developed,0.573,50
8928308f2afffff,woodland,0.507,10
8928308f2b3ffff,woodland,0.508,10
8928308f2b7ffff,developed,0.501,50
8928308f2bbffff,woodland,0.517,10
8928308f2c3ffff,woodland,0.999,10
8928308f2c7ffff,woodland,0.942,10
8928308f2cfffff,woodland,0.677,10
8928308f2d3ffff,woodland,0.64,10
8928308f2d7ffff,woodland,0.633,10
8928308f303ffff,developed,0.489,50
8928308f307ffff,woodland,0.484,10
8928308f30bffff,grassland,0.414,30
8928308f30fffff,grassland,0.437,30
8928308f313ffff,developed,0.537,50
8928308f317ffff,woodland,0.503,10
8928308f31bffff,woodland,0.555,10
8928308f323ffff,developed,0.841,50
8928308f327ffff,developed,0.847,50
8928308f32bffff,developed,0.711,50
8928308f32fffff,developed,0.744,50
8928308f333ffff,developed,0.855,50
8928308f337ffff,developed,0.611,50
8928308f33bffff,developed,0.584,50
8928308f343ffff,woodland,0.763,10
8928308f347ffff,woodland,0.64,10
8928308f34bffff,woodland,1.0,10
8928308f34fffff,woodland,1.0,10
8928308f353ffff,developed,0.501,50
8928308f357ffff,grassland,0.387,30
8928308f35bffff,woodland,0.996,10
8928308f363ffff,woodland,0.561,10
8928308f367ffff,grassland,0.574,30
8928308f36bffff,woodland,0.642,10
8928308f36fffff,woodland,0.992,10
8928308f373ffff,grassland,0.488,30
8928308f377ffff,grassland,0.898,30
8928308f37bffff,woodland,0.916,10
8928308f383ffff,developed,0.877,50
8928308f387ffff,developed,0.971,50
8928308f38bffff,developed,0.641,50
8928308f38fffff,developed,0.856,50
8928308f393ffff,developed,0.941,50
8928308f397ffff,developed,0.96,50
8928308f39bffff,developed,0.941,50
8928308f3a3ffff,developed,0.856,50
8928308f3a7ffff,developed,0.961,50
8928308f3abffff,developed,0.975,50
8928308f3afffff,developed,0.812,50
8928308f3b3ffff,developed,0.937,50
8928308f3b7ffff,developed,0.914,50
8928308f3bbffff,developed,0.869,50
8928308f3c3ffff,woodland,0.604,10
8928308f3c7ffff,woodland,0.844,10
8928308f3cbffff,woodland,0.516,10
8928308f3cfffff,woodland,0.574,10
8928308f3d3ffff,woodland,0.665,10
8928308f3d7ffff,woodland,0.546,10
8928308f3dbffff,developed,0.537,50
8928308f503ffff,open water,0.948,80
8928308f507ffff,open water,1.0,80
8928308f50bffff,open water,0.958,80
8928308f50fffff,open water,1.0,80
8928308f523ffff,open water,1.0,80
8928308f527ffff,open water,1.0,80
8928308f52bffff,open water,1.0,80
8928308f52fffff,open water,1.0,80
8928308f533ffff,open water,1.0,80
8928308f537ffff,open water,1.0,80
8928308f53bffff,open water,1.0,80
8928308f543ffff,open water,1.0,80
8928308f547ffff,open water,0.789,80
8928308f54bffff,open water,0.566,80
8928308f54fffff,open water,0.539,80
8928308f563ffff,grassland,0.397,30
8928308f567ffff,open water,0.996,80
8928308f56bffff,grassland,0.418,30
8928308f56fffff,open water,0.709,80
8928308f573ffff,developed,0.561,50
8928308f577ffff,open water,0.981,80
8928308f57bffff,developed,0.884,50
8928308f5a7ffff,open water,1.0,80
8928308f5abffff,open water,1.0,80
8928308f5afffff,open water,1.0,80
8928308f60fffff,developed,0.555,50
8928308f623ffff,woodland,0.509,10
8928308f627ffff,developed,0.504,50
8928308f62bffff,woodland,0.55,10
8928308f62fffff,woodland,0.647,10
8928308f633ffff,developed,0.573,50
8928308f637ffff,developed,0.819,50
8928308f63bffff,woodland,0.897,10
8928308f663ffff,woodland,0.517,10
8928308f667ffff,developed,0.676,50
8928308f66bffff,developed,0.406,50
8928308f66fffff,developed,0.864,50
8928308f677ffff,woodland,0.581,10
8928308f67bffff,developed,0.651,50
8928308f6afffff,developed,0.768,50
892830bb64bffff,open water,1.0,80
892830bb65bffff,open water,1.0,80
