h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality,inside_frac
8928308cbc3ffff,San Marcos Apartments W 61,,136.4,10.91,0.0,routed,2945.0,approach-review,1.0
8928308cbc7ffff,San Marcos Apartments W 63,,143.5,11.48,0.0,routed,3213.0,approach-review,1.0
8928308cbcbffff,San Marcos Apartments W 60,,135.8,10.86,0.0,routed,2595.0,approach-review,1.0
8928308cbcfffff,San Marcos Apartments W 62,,139.6,11.17,0.0,routed,2902.0,approach-review,1.0
8928308cbd3ffff,North Richmond NW 100,,136.0,10.88,0.0,routed,2980.0,approach-review,1.0
8928308cbd7ffff,North Richmond NW 109,,140.3,11.23,0.0,routed,3260.0,approach-review,1.0
8928308cbdbffff,San Marcos Apartments W 59,,132.6,10.61,0.0,routed,2642.0,approach-review,1.0
8928308cc03ffff,North Richmond W 41,,75.8,6.06,0.0,routed,892.0,approach-review,1.0
8928308cc07ffff,North Richmond W 47,,76.0,6.08,0.0,routed,932.0,approach-review,0.993
8928308cc0bffff,North Richmond W 36,,82.1,6.56,0.0,routed,857.0,approach-review,1.0
8928308cc0fffff,North Richmond W 42,,79.8,6.38,0.0,routed,1180.0,approach-review,0.393
8928308cc13ffff,North Richmond W 40,,68.6,5.49,0.0,routed,847.0,approach-review,1.0
8928308cc17ffff,North Richmond W 46,,71.7,5.74,0.0,routed,592.0,approach-review,1.0
8928308cc1bffff,North Richmond W 35,,77.1,6.17,0.0,routed,970.0,approach-review,1.0
8928308cc23ffff,North Richmond W 55,,83.6,6.69,0.0,routed,933.0,approach-review,0.345
8928308cc27ffff,North Richmond W 62,,85.8,6.87,0.0,routed,1112.0,approach-review,0.846
8928308cc2bffff,North Richmond W 52,,86.3,6.91,0.0,routed,1354.0,approach-review,0.96
8928308cc2fffff,North Richmond NW 64,,88.0,7.04,0.0,routed,1286.0,approach-review,1.0
8928308cc33ffff,North Richmond W 54,,77.8,6.23,0.0,routed,1079.0,approach-review,0.604
8928308cc37ffff,North Richmond W 60,,81.6,6.52,0.0,routed,769.0,approach-review,0.135
8928308cc3bffff,North Richmond W 48,,80.6,6.45,0.0,routed,1250.0,approach-review,0.003
8928308cc43ffff,North Richmond W 25,,74.4,5.95,0.0,routed,242.0,approach-review,1.0
8928308cc47ffff,North Richmond W 31,,78.3,6.26,0.0,routed,552.0,approach-review,1.0
8928308cc4bffff,North Richmond NW 19,,70.0,5.6,0.0,routed,354.0,approach-review,1.0
8928308cc4fffff,North Richmond NW 24,,76.0,6.08,0.0,routed,375.0,approach-review,1.0
8928308cc53ffff,North Richmond W 23,,76.1,6.09,0.0,routed,485.0,approach-review,1.0
8928308cc57ffff,North Richmond W 30,,78.8,6.31,0.0,routed,599.0,approach-review,1.0
8928308cc5bffff,North Richmond W 19,,71.3,5.7,0.0,routed,256.0,approach-review,1.0
8928308cc63ffff,North Richmond NW 41,,84.5,6.76,0.0,routed,1051.0,approach-review,1.0
8928308cc67ffff,North Richmond NW 49,,88.8,7.1,0.0,routed,1397.0,approach-review,1.0
8928308cc6bffff,North Richmond NW 36,,80.6,6.44,0.0,routed,1196.0,approach-review,1.0
8928308cc6fffff,North Richmond NW 43,,84.9,6.79,0.0,routed,1542.0,approach-review,1.0
8928308cc73ffff,North Richmond W 37,,82.5,6.6,0.0,routed,891.0,approach-review,0.633
8928308cc77ffff,North Richmond W 45,,85.7,6.85,0.0,routed,1299.0,approach-review,0.514
8928308cc7bffff,North Richmond NW 33,,80.2,6.42,0.0,routed,708.0,approach-review,1.0
8928308cc83ffff,North Richmond W 43,,60.8,4.86,0.0,routed,222.0,approach-review,1.0
8928308cc87ffff,North Richmond W 49,,64.3,5.14,443.0,routed,238.0,approach-review,1.0
8928308cc8bffff,North Richmond W 38,,61.1,4.89,0.0,routed,556.0,approach-review,1.0
8928308cc8fffff,North Richmond W 44,,67.8,5.42,0.0,routed,517.0,approach-review,1.0
8928308cc93ffff,Point Richmond NW 41,,56.4,4.51,315.0,routed,229.0,approach-review,1.0
8928308cc97ffff,North Richmond W 50,,60.9,4.87,359.0,routed,231.0,approach-review,1.0
8928308cc9bffff,North Richmond W 39,,55.6,4.45,0.0,routed,315.0,approach-review,1.0
8928308cca3ffff,North Richmond W 58,,72.9,5.83,0.0,routed,413.0,approach-review,1.0
8928308cca7ffff,North Richmond W 64,,102.1,8.17,0.0,routed,510.0,approach-review,1.0
8928308ccabffff,North Richmond W 53,,73.4,5.88,0.0,routed,728.0,approach-review,1.0
8928308ccafffff,North Richmond W 59,,77.1,6.17,0.0,routed,747.0,approach-review,1.0
8928308ccb3ffff,North Richmond W 57,,66.9,5.35,180.0,routed,293.0,approach-review,1.0
8928308ccb7ffff,North Richmond W 63,,101.4,8.11,261.0,routed,264.0,approach-review,1.0
8928308ccbbffff,North Richmond W 51,,69.1,5.53,0.0,routed,383.0,approach-review,1.0
8928308ccc3ffff,North Richmond W 26,,59.9,4.79,0.0,routed,741.0,approach-review,1.0
8928308ccc7ffff,North Richmond W 33,,64.8,5.18,0.0,routed,811.0,approach-review,1.0
8928308cccbffff,North Richmond W 21,,77.2,6.17,0.0,routed,701.0,approach-review,1.0
8928308cccfffff,North Richmond W 28,,81.1,6.48,0.0,routed,753.0,approach-review,1.0
8928308ccd3ffff,North Richmond W 27,,52.8,4.22,0.0,routed,587.0,approach-review,1.0
8928308ccd7ffff,North Richmond W 32,,57.4,4.59,0.0,routed,541.0,approach-review,1.0
8928308ccdbffff,North Richmond W 20,,55.6,4.45,0.0,routed,780.0,approach-review,1.0
8928308cd03ffff,North Richmond W 84,,114.6,9.17,0.0,routed,1341.0,approach-review,1.0
8928308cd07ffff,North Richmond W 91,,117.6,9.4,0.0,routed,1578.0,approach-review,1.0
8928308cd0bffff,North Richmond W 81,,117.9,9.43,0.0,routed,1469.0,approach-review,1.0
8928308cd0fffff,North Richmond W 87,,119.0,9.52,0.0,routed,1691.0,approach-review,1.0
8928308cd13ffff,North Richmond W 83,,110.3,8.82,0.0,routed,995.0,approach-review,0.546
8928308cd17ffff,North Richmond W 89,,113.5,9.08,0.0,routed,1251.0,approach-review,0.978
8928308cd1bffff,North Richmond W 78,,113.5,9.08,0.0,routed,1118.0,approach-review,1.0
8928308cd2bffff,North Richmond NW 131,,126.0,10.08,0.0,routed,2255.0,approach-review,0.153
8928308cd33ffff,North Richmond W 97,,121.0,9.68,0.0,routed,1850.0,approach-review,0.48
8928308cd3bffff,North Richmond W 94,,121.8,9.74,0.0,routed,1914.0,approach-review,0.87
8928308cd43ffff,North Richmond NW 86,,119.1,9.53,0.0,routed,1566.0,approach-review,1.0
8928308cd47ffff,North Richmond NW 97,,120.3,9.62,0.0,routed,1662.0,approach-review,1.0
8928308cd4bffff,North Richmond NW 78,,94.6,7.57,0.0,routed,1811.0,approach-review,1.0
8928308cd4fffff,North Richmond NW 91,,123.3,9.87,0.0,routed,1906.0,approach-review,1.0
8928308cd53ffff,North Richmond W 69,,114.9,9.2,0.0,routed,1234.0,approach-review,1.0
8928308cd57ffff,North Richmond W 75,,115.9,9.27,0.0,routed,1311.0,approach-review,1.0
8928308cd5bffff,North Richmond NW 75,,90.2,7.22,0.0,routed,1460.0,approach-review,1.0
8928308cd63ffff,North Richmond NW 114,,126.7,10.14,0.0,routed,2174.0,approach-review,1.0
8928308cd67ffff,North Richmond NW 125,,129.0,10.32,0.0,routed,2063.0,approach-review,0.546
8928308cd6bffff,North Richmond NW 107,,129.1,10.33,0.0,routed,2367.0,approach-review,1.0
8928308cd6fffff,North Richmond NW 119,,131.1,10.49,0.0,routed,2527.0,approach-review,0.91
8928308cd73ffff,North Richmond NW 108,,122.3,9.78,0.0,routed,1821.0,approach-review,1.0
8928308cd77ffff,North Richmond NW 120,,123.3,9.87,0.0,routed,2041.0,approach-review,1.0
8928308cd7bffff,North Richmond NW 103,,124.7,9.98,0.0,routed,2014.0,approach-review,1.0
8928308cd83ffff,North Richmond W 86,,106.4,8.51,0.0,routed,685.0,approach-review,1.0
8928308cd87ffff,North Richmond W 92,,110.7,8.86,0.0,routed,1029.0,approach-review,0.699
8928308cd8bffff,North Richmond W 82,,106.0,8.48,0.0,routed,656.0,approach-review,0.52
8928308cd8fffff,North Richmond W 88,,109.6,8.77,0.0,routed,945.0,approach-review,0.068
8928308cd93ffff,North Richmond W 85,,104.3,8.35,0.0,routed,528.0,approach-review,1.0
8928308cd97ffff,North Richmond W 90,,108.7,8.69,0.0,routed,875.0,approach-review,1.0
8928308cd9bffff,North Richmond W 80,,102.2,8.17,327.0,routed,348.0,approach-review,1.0
8928308cda3ffff,North Richmond W 99,,117.8,9.42,0.0,routed,1595.0,approach-review,0.263
8928308cdabffff,North Richmond W 95,,117.1,9.37,0.0,routed,1544.0,approach-review,1.0
8928308cdafffff,North Richmond W 100,,121.0,9.68,0.0,routed,1856.0,approach-review,0.088
8928308cdb3ffff,North Richmond W 98,,115.0,9.2,0.0,routed,1376.0,approach-review,0.18
8928308cdbbffff,North Richmond W 93,,113.6,9.09,0.0,routed,1264.0,approach-review,0.374
8928308cdc3ffff,North Richmond W 71,,107.2,8.58,0.0,routed,616.0,approach-review,0.313
8928308cdc7ffff,North Richmond W 77,,108.0,8.64,0.0,routed,810.0,approach-review,0.077
8928308cdcbffff,North Richmond W 66,,111.0,8.88,0.0,routed,917.0,approach-review,0.199
8928308cdcfffff,North Richmond W 72,,111.5,8.92,0.0,routed,962.0,approach-review,0.709
8928308cdd3ffff,North Richmond W 70,,101.6,8.13,151.0,routed,471.0,approach-review,1.0
8928308cdd7ffff,North Richmond W 76,,103.6,8.29,146.0,routed,460.0,approach-review,0.95
8928308cddbffff,North Richmond W 65,,81.4,6.51,0.0,routed,758.0,approach-review,0.8
8928308ce03ffff,North Richmond NW 21,,67.1,5.37,0.0,routed,923.0,approach-review,1.0
8928308ce07ffff,North Richmond NW 25,,71.7,5.73,0.0,routed,1113.0,approach-review,1.0
8928308ce0bffff,North Richmond N 20,,65.6,5.25,0.0,routed,918.0,approach-review,1.0
8928308ce0fffff,North Richmond NW 27,,69.9,5.59,0.0,routed,861.0,approach-review,1.0
8928308ce13ffff,North Richmond NW 15,,62.7,5.02,0.0,routed,605.0,approach-review,1.0
8928308ce17ffff,North Richmond NW 20,,67.5,5.4,0.0,routed,778.0,approach-review,1.0
8928308ce1bffff,North Richmond NW 17,,64.7,5.17,0.0,routed,673.0,approach-review,1.0
8928308ce23ffff,North Richmond NW 37,,78.5,6.28,0.0,routed,1554.0,approach-review,1.0
8928308ce27ffff,North Richmond NW 44,,85.4,6.83,0.0,routed,1843.0,approach-review,1.0
8928308ce2bffff,North Richmond NW 39,,76.4,6.11,0.0,routed,1379.0,approach-review,1.0
8928308ce2fffff,North Richmond NW 45,,80.7,6.45,0.0,routed,1725.0,approach-review,1.0
8928308ce33ffff,North Richmond NW 30,,78.2,6.25,0.0,routed,1263.0,approach-review,1.0
8928308ce37ffff,North Richmond NW 38,,81.3,6.5,0.0,routed,1513.0,approach-review,1.0
8928308ce3bffff,North Richmond NW 31,,74.2,5.94,0.0,routed,1207.0,approach-review,1.0
8928308ce43ffff,North Richmond N 19,,58.5,4.68,0.0,routed,355.0,approach-review,1.0
8928308ce47ffff,North Richmond N 21,,62.9,5.03,0.0,routed,701.0,approach-review,1.0
8928308ce4bffff,San Marcos Apartments W 29,,58.6,4.69,0.0,routed,284.0,approach-review,1.0
8928308ce4fffff,North Richmond N 22,,62.0,4.96,0.0,routed,571.0,approach-review,1.0
8928308ce53ffff,North Richmond N 15,,57.8,4.62,0.0,routed,385.0,approach-review,1.0
8928308ce57ffff,North Richmond N 18,,61.5,4.92,0.0,routed,591.0,approach-review,1.0
8928308ce5bffff,North Richmond N 17,,54.2,4.33,404.0,routed,153.0,approach-review,1.0
8928308ce63ffff,North Richmond N 25,,69.9,5.6,0.0,routed,1267.0,approach-review,1.0
8928308ce67ffff,North Richmond N 26,,74.1,5.93,0.0,routed,1604.0,approach-review,1.0
8928308ce6bffff,San Marcos Apartments W 37,,69.5,5.56,0.0,routed,1172.0,approach-review,1.0
8928308ce6fffff,San Marcos Apartments W 42,,73.4,5.87,0.0,routed,1482.0,approach-review,1.0
8928308ce73ffff,North Richmond N 23,,67.2,5.38,0.0,routed,1049.0,approach-review,1.0
8928308ce77ffff,North Richmond NW 34,,71.6,5.72,0.0,routed,1397.0,approach-review,1.0
8928308ce7bffff,North Richmond N 24,,66.0,5.28,0.0,routed,891.0,approach-review,1.0
8928308ce83ffff,North Richmond NW 13,,62.8,5.02,0.0,routed,30.0,network-estimate,1.0
8928308ce87ffff,North Richmond NW 18,,66.5,5.32,0.0,routed,329.0,approach-review,1.0
8928308ce8bffff,North Richmond NW 11,,58.6,4.68,0.0,routed,272.0,approach-review,1.0
8928308ce8fffff,North Richmond NW 16,,63.7,5.1,0.0,routed,473.0,approach-review,1.0
8928308ce93ffff,North Richmond NW 10,,61.7,4.93,0.0,routed,34.0,network-estimate,1.0
8928308ce97ffff,North Richmond NW 14,,66.1,5.29,0.0,routed,217.0,approach-review,1.0
8928308ce9bffff,North Richmond NW 9,,56.7,4.53,0.0,routed,67.0,network-estimate,1.0
8928308cea3ffff,North Richmond NW 28,,73.7,5.9,0.0,routed,905.0,approach-review,1.0
8928308cea7ffff,North Richmond NW 35,,77.8,6.23,0.0,routed,1235.0,approach-review,1.0
8928308ceabffff,North Richmond NW 26,,73.9,5.91,0.0,routed,922.0,approach-review,1.0
8928308ceafffff,North Richmond NW 32,,77.3,6.19,0.0,routed,1195.0,approach-review,1.0
8928308ceb3ffff,North Richmond NW 23,,70.9,5.67,0.0,routed,677.0,approach-review,1.0
8928308ceb7ffff,North Richmond NW 29,,76.3,6.1,0.0,routed,852.0,approach-review,1.0
8928308cebbffff,North Richmond NW 22,,69.8,5.59,0.0,routed,595.0,approach-review,1.0
8928308cec3ffff,North Richmond N 10,,55.1,4.4,0.0,routed,385.0,approach-review,1.0
8928308cec7ffff,North Richmond NW 12,,59.4,4.75,0.0,routed,424.0,approach-review,1.0
8928308cecbffff,North Richmond N 11,,50.4,4.03,203.0,routed,302.0,approach-review,1.0
8928308cecfffff,North Richmond N 14,,54.3,4.34,0.0,routed,611.0,approach-review,1.0
8928308ced3ffff,North Richmond NW 6,,49.6,3.97,153.0,routed,126.0,approach-review,1.0
8928308ced7ffff,North Richmond NW 8,,55.0,4.4,472.0,routed,73.0,network-estimate,1.0
8928308cedbffff,North Richmond N 7,,47.9,3.83,75.0,routed,182.0,approach-review,1.0
8928308d003ffff,Carriage Hills North W 21,,36.3,2.9,893.0,routed,75.0,network-estimate,1.0
8928308d007ffff,El Sobrante SE 13,,32.8,2.63,984.0,routed,122.0,approach-review,1.0
8928308d00bffff,Carriage Hills North W 18,,47.2,3.77,199.0,routed,78.0,network-estimate,1.0
8928308d00fffff,El Sobrante SE 14,,41.0,3.28,1126.0,routed,72.0,network-estimate,1.0
8928308d013ffff,Carriage Hills North W 22,,36.2,2.9,1038.0,routed,71.0,network-estimate,1.0
8928308d017ffff,El Sobrante SE 15,,31.2,2.5,361.0,routed,29.0,network-estimate,1.0
8928308d01bffff,Carriage Hills North W 20,,39.9,3.19,437.0,routed,226.0,approach-review,1.0
8928308d023ffff,El Sobrante SE 6,,28.4,2.27,483.0,routed,157.0,approach-review,1.0
8928308d027ffff,El Sobrante S 3,,23.8,1.9,1828.0,routed,154.0,approach-review,1.0
8928308d02bffff,El Sobrante SE 7,,35.1,2.81,1437.0,routed,123.0,approach-review,1.0
8928308d02fffff,El Sobrante SE 4,,28.8,2.31,2009.0,routed,121.0,approach-review,1.0
8928308d033ffff,El Sobrante SE 10,,27.4,2.19,204.0,routed,174.0,approach-review,1.0
8928308d037ffff,El Sobrante S 5,,23.2,1.86,909.0,routed,106.0,approach-review,1.0
8928308d03bffff,El Sobrante SE 9,,38.2,3.05,1056.0,routed,36.0,network-estimate,1.0
8928308d043ffff,Carriage Hills North W 9,,53.5,4.28,544.0,routed,198.0,approach-review,1.0
8928308d047ffff,Carriage Hills North W 13,,50.1,4.01,669.0,routed,92.0,network-estimate,1.0
8928308d04bffff,Carriage Hills North W 6,,54.5,4.36,30.0,routed,99.0,network-estimate,1.0
8928308d04fffff,Carriage Hills North W 10,,54.9,4.39,499.0,routed,123.0,approach-review,1.0
8928308d053ffff,Carriage Hills North W 11,,56.1,4.49,773.0,routed,215.0,approach-review,1.0
8928308d057ffff,Carriage Hills North W 14,,55.4,4.43,1302.0,routed,158.0,approach-review,1.0
8928308d05bffff,Carriage Hills North W 7,,58.0,4.64,489.0,routed,245.0,approach-review,1.0
8928308d063ffff,El Sobrante SE 12,,43.2,3.45,564.0,routed,100.0,network-estimate,1.0
8928308d067ffff,El Sobrante SE 8,,38.8,3.1,505.0,routed,200.0,approach-review,1.0
8928308d06bffff,Carriage Hills North W 17,,38.9,3.11,975.0,routed,209.0,approach-review,1.0
8928308d06fffff,El Sobrante E 7,,44.4,3.55,843.0,routed,8.0,network-estimate,1.0
8928308d073ffff,Carriage Hills North W 19,,45.9,3.67,987.0,routed,187.0,approach-review,1.0
8928308d077ffff,El Sobrante SE 11,,40.0,3.2,906.0,routed,155.0,approach-review,1.0
8928308d07bffff,Carriage Hills North W 15,,43.2,3.46,467.0,routed,271.0,approach-review,1.0
8928308d083ffff,Carriage Hills North SW 25,,43.1,3.45,0.0,routed,265.0,approach-review,1.0
8928308d087ffff,El Sobrante S 18,,41.3,3.31,0.0,routed,324.0,approach-review,1.0
8928308d08bffff,Carriage Hills North SW 20,,39.4,3.16,256.0,routed,163.0,approach-review,1.0
8928308d08fffff,El Sobrante SE 16,,37.5,3.0,1209.0,routed,100.0,network-estimate,1.0
8928308d093ffff,East Richmond Heights E 27,,49.7,3.98,0.0,routed,373.0,approach-review,1.0
8928308d097ffff,East Richmond Heights E 22,,44.1,3.52,0.0,routed,493.0,approach-review,1.0
8928308d09bffff,Carriage Hills North SW 22,,45.7,3.65,551.0,routed,253.0,approach-review,1.0
8928308d0a3ffff,El Sobrante S 12,,24.9,2.0,0.0,routed,221.0,approach-review,1.0
8928308d0a7ffff,El Sobrante S 10,,20.2,1.61,829.0,routed,142.0,approach-review,1.0
8928308d0abffff,El Sobrante S 11,,26.4,2.11,1086.0,routed,60.0,network-estimate,1.0
8928308d0afffff,El Sobrante S 8,,22.2,1.77,637.0,routed,88.0,network-estimate,1.0
8928308d0b3ffff,El Sobrante S 17,,32.9,2.63,0.0,routed,180.0,approach-review,1.0
8928308d0b7ffff,El Sobrante S 15,,25.1,2.01,0.0,routed,283.0,approach-review,1.0
8928308d0bbffff,El Sobrante S 16,,31.8,2.54,174.0,routed,225.0,approach-review,1.0
8928308d0c3ffff,Carriage Hills North SW 12,,45.6,3.65,1655.0,routed,132.0,approach-review,1.0
8928308d0c7ffff,Carriage Hills North SW 15,,40.1,3.21,522.0,routed,58.0,network-estimate,1.0
8928308d0cbffff,Carriage Hills North SW 9,,49.4,3.95,666.0,routed,178.0,approach-review,1.0
8928308d0cfffff,Carriage Hills North W 16,,45.9,3.67,378.0,routed,194.0,approach-review,1.0
8928308d0d3ffff,Carriage Hills North SW 14,,46.7,3.73,687.0,routed,84.0,network-estimate,1.0
8928308d0d7ffff,Carriage Hills North SW 17,,42.6,3.41,427.0,routed,124.0,approach-review,1.0
8928308d0dbffff,Carriage Hills North SW 11,,49.8,3.99,1659.0,routed,109.0,approach-review,0.942
8928308d103ffff,El Sobrante SW 5,,9.0,0.72,775.0,routed,98.0,network-estimate,1.0
8928308d107ffff,The Tides SE 5,,14.8,1.18,668.0,routed,196.0,approach-review,1.0
8928308d10bffff,El Sobrante SW 2,,13.4,1.07,1108.0,routed,71.0,network-estimate,1.0
8928308d10fffff,The Tides E 4,,13.8,1.1,994.0,routed,63.0,network-estimate,1.0
8928308d113ffff,El Sobrante SW 7,,4.6,0.37,713.0,routed,76.0,network-estimate,1.0
8928308d117ffff,The Tides SE 7,,5.1,0.41,832.0,routed,154.0,approach-review,1.0
8928308d11bffff,El Sobrante SW 4,,10.5,0.84,467.0,routed,86.0,network-estimate,1.0
8928308d123ffff,The Tides E,,24.1,1.92,1305.0,routed,126.0,approach-review,1.0
8928308d127ffff,The Tides NE,,38.0,3.04,80.0,routed,253.0,approach-review,1.0
8928308d12bffff,Hilltop Green Park,,29.3,2.34,1494.0,routed,56.0,network-estimate,1.0
8928308d12fffff,The Tides NE 2,,35.7,2.86,1709.0,routed,152.0,approach-review,1.0
8928308d133ffff,The Tides SE 3,,23.7,1.9,959.0,routed,76.0,network-estimate,1.0
8928308d137ffff,The Tides SE,,26.4,2.11,717.0,routed,34.0,network-estimate,1.0
8928308d13bffff,The Tides E 2,,18.6,1.48,890.0,routed,64.0,network-estimate,1.0
8928308d143ffff,El Sobrante S,,20.8,1.67,1006.0,routed,117.0,approach-review,1.0
8928308d147ffff,El Sobrante W,,17.1,1.37,1111.0,routed,86.0,network-estimate,1.0
8928308d14bffff,El Sobrante SE,,24.5,1.96,1650.0,routed,90.0,network-estimate,1.0
8928308d14fffff,El Sobrante,,21.9,1.76,1487.0,routed,68.0,network-estimate,1.0
8928308d153ffff,El Sobrante S 2,,19.3,1.55,1435.0,routed,86.0,network-estimate,1.0
8928308d157ffff,El Sobrante SW,,15.1,1.21,450.0,routed,92.0,network-estimate,1.0
8928308d15bffff,El Sobrante SE 2,,24.2,1.93,1535.0,routed,161.0,approach-review,1.0
8928308d163ffff,El Sobrante NW 3,,23.7,1.9,888.0,routed,108.0,approach-review,1.0
8928308d167ffff,The Tides E 5,,30.4,2.43,1440.0,routed,105.0,approach-review,1.0
8928308d16bffff,El Sobrante NW 2,,28.9,2.31,1175.0,routed,170.0,approach-review,1.0
8928308d16fffff,El Sobrante NW 5,,28.7,2.29,1153.0,routed,109.0,approach-review,1.0
8928308d173ffff,El Sobrante W 2,,18.5,1.48,1069.0,routed,128.0,approach-review,1.0
8928308d177ffff,The Tides E 3,,19.2,1.53,362.0,routed,198.0,approach-review,1.0
8928308d17bffff,El Sobrante NW,,25.5,2.04,1182.0,routed,91.0,network-estimate,1.0
8928308d183ffff,The Tides SE 10,,5.8,0.46,887.0,routed,166.0,approach-review,1.0
8928308d187ffff,The Tides SE 9,,6.6,0.53,419.0,routed,64.0,network-estimate,1.0
8928308d18bffff,El Sobrante SW 9,,5.0,0.4,716.0,routed,78.0,network-estimate,1.0
8928308d18fffff,The Tides SE 8,,1.2,0.1,967.0,routed,62.0,network-estimate,1.0
8928308d193ffff,East Richmond Heights N 13,,10.0,0.8,983.0,routed,132.0,approach-review,1.0
8928308d197ffff,The Tides S 13,,12.5,1.0,1129.0,routed,127.0,approach-review,1.0
8928308d19bffff,El Sobrante SW 10,,8.5,0.68,244.0,routed,265.0,approach-review,1.0
8928308d1a3ffff,The Tides S 3,,32.7,2.62,0.0,routed,228.0,detour-review,1.0
8928308d1a7ffff,The Tides S 2,,33.1,2.65,646.0,routed,178.0,approach-review,1.0
8928308d1abffff,The Tides SE 4,,28.2,2.26,376.0,routed,130.0,detour-review,1.0
8928308d1afffff,The Tides SE 2,,28.7,2.3,0.0,routed,212.0,approach-review,1.0
8928308d1b3ffff,The Tides S 6,,14.4,1.15,861.0,routed,157.0,approach-review,1.0
8928308d1b7ffff,The Tides S 5,,18.5,1.48,196.0,routed,234.0,approach-review,1.0
8928308d1bbffff,The Tides SE 6,,5.4,0.43,349.0,routed,197.0,approach-review,1.0
8928308d1c3ffff,El Sobrante S 6,,13.1,1.05,501.0,routed,152.0,approach-review,1.0
8928308d1c7ffff,El Sobrante SW 6,,9.5,0.76,256.0,routed,133.0,approach-review,1.0
8928308d1cbffff,El Sobrante S 4,,21.9,1.75,1276.0,routed,108.0,approach-review,1.0
8928308d1cfffff,El Sobrante SW 3,,16.1,1.29,926.0,routed,183.0,approach-review,1.0
8928308d1d3ffff,El Sobrante S 9,,15.8,1.27,1281.0,routed,142.0,approach-review,1.0
8928308d1d7ffff,El Sobrante SW 8,,11.7,0.94,1667.0,routed,76.0,network-estimate,1.0
8928308d1dbffff,El Sobrante S 7,,17.7,1.42,1090.0,routed,81.0,network-estimate,1.0
8928308d203ffff,Carriage Hills North N 3,,39.0,3.12,135.0,routed,280.0,approach-review,0.851
8928308d207ffff,Carriage Hills North NW 6,,36.7,2.94,347.0,routed,249.0,approach-review,1.0
8928308d20bffff,Carriage Hills North N 4,,41.5,3.32,11.0,routed,400.0,approach-review,0.035
8928308d20fffff,Carriage Hills North N 5,,38.2,3.05,647.0,routed,145.0,approach-review,0.812
8928308d213ffff,Carriage Hills North NW 2,,48.8,3.91,0.0,routed,499.0,approach-review,0.071
8928308d217ffff,Carriage Hills North NW 4,,41.0,3.28,0.0,routed,441.0,approach-review,0.979
8928308d21bffff,Carriage Hills North N 2,,43.4,3.47,0.0,routed,477.0,approach-review,0.0
8928308d223ffff,Carriage Hills North NW 13,,28.4,2.27,1608.0,routed,151.0,approach-review,1.0
8928308d227ffff,Carriage Hills North NW 17,,25.8,2.06,1217.0,routed,179.0,approach-review,1.0
8928308d22bffff,Carriage Hills North N 11,,34.7,2.78,575.0,routed,203.0,approach-review,1.0
8928308d22fffff,Carriage Hills North NW 18,,27.5,2.2,1197.0,routed,158.0,approach-review,1.0
8928308d233ffff,Carriage Hills North NW 9,,30.6,2.45,395.0,routed,223.0,approach-review,1.0
8928308d237ffff,Carriage Hills North NW 14,,24.8,1.99,484.0,routed,121.0,approach-review,1.0
8928308d23bffff,Carriage Hills North NW 10,,33.3,2.67,1395.0,routed,133.0,approach-review,1.0
8928308d24bffff,Carriage Hills North NE,,40.4,3.23,0.0,routed,615.0,approach-review,0.002
8928308d24fffff,Carriage Hills North N 7,,36.0,2.88,0.0,routed,409.0,approach-review,0.267
8928308d263ffff,Carriage Hills North N 10,,35.6,2.85,377.0,routed,166.0,approach-review,1.0
8928308d267ffff,Carriage Hills North N 13,,40.0,3.2,130.0,routed,300.0,approach-review,1.0
8928308d26bffff,Carriage Hills North N 14,,28.0,2.24,532.0,routed,145.0,approach-review,1.0
8928308d26fffff,Carriage Hills North N 15,,24.6,1.97,0.0,routed,333.0,approach-review,1.0
8928308d273ffff,Carriage Hills North N 6,,36.8,2.94,448.0,routed,198.0,approach-review,0.379
8928308d277ffff,Carriage Hills North N 8,,37.9,3.03,1616.0,routed,176.0,approach-review,1.0
8928308d27bffff,Carriage Hills North N 9,,32.3,2.58,728.0,routed,109.0,approach-review,0.8
8928308d283ffff,Carriage Hills North W 3,,55.3,4.42,203.0,routed,356.0,approach-review,1.0
8928308d287ffff,Carriage Hills North W 5,,47.4,3.79,0.0,routed,326.0,approach-review,1.0
8928308d28bffff,Carriage Hills North NW,,54.9,4.39,151.0,routed,197.0,approach-review,0.612
8928308d28fffff,Carriage Hills North NW 3,,48.3,3.86,0.0,routed,396.0,approach-review,0.917
8928308d293ffff,Carriage Hills North W 2,,61.3,4.9,0.0,routed,384.0,approach-review,1.0
8928308d297ffff,Carriage Hills North W 4,,52.7,4.21,0.0,routed,149.0,approach-review,1.0
8928308d29bffff,Carriage Hills North W,,60.7,4.85,1046.0,routed,114.0,approach-review,1.0
8928308d2a3ffff,Carriage Hills North NW 8,,38.0,3.04,253.0,routed,368.0,approach-review,1.0
8928308d2a7ffff,Carriage Hills North NW 12,,34.3,2.74,747.0,routed,155.0,approach-review,1.0
8928308d2abffff,Carriage Hills North NW 7,,35.2,2.81,0.0,routed,509.0,approach-review,1.0
8928308d2afffff,Carriage Hills North NW 11,,27.3,2.19,0.0,routed,307.0,approach-review,1.0
8928308d2b3ffff,Carriage Hills North W 8,,46.9,3.75,0.0,routed,289.0,approach-review,1.0
8928308d2b7ffff,Carriage Hills North W 12,,40.3,3.23,259.0,routed,278.0,approach-review,1.0
