h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality,inside_frac
8928308c307ffff,North Richmond NE 5,,35.3,2.83,0.0,routed,111.0,approach-review,1.0
8928308c30bffff,San Pablo NW 3,,29.8,2.38,1261.0,routed,68.0,network-estimate,1.0
8928308c30fffff,San Pablo NW 5,,33.3,2.66,550.0,routed,104.0,approach-review,1.0
8928308c313ffff,San Pablo W 6,,24.4,1.95,1291.0,routed,100.0,network-estimate,1.0
8928308c317ffff,North Richmond NE 4,,29.8,2.38,544.0,routed,14.0,network-estimate,1.0
8928308c31bffff,San Pablo NW 2,,24.1,1.93,2320.0,routed,128.0,approach-review,1.0
8928308c323ffff,North Richmond N 12,,48.2,3.85,123.0,routed,153.0,approach-review,1.0
8928308c327ffff,North Richmond N 13,,49.3,3.95,600.0,routed,232.0,approach-review,1.0
8928308c32bffff,San Pablo NW 8,,42.5,3.4,0.0,routed,330.0,approach-review,1.0
8928308c32fffff,North Richmond N 16,,53.7,4.29,190.0,routed,159.0,approach-review,1.0
8928308c333ffff,North Richmond N 8,,43.2,3.46,70.0,routed,149.0,approach-review,1.0
8928308c337ffff,North Richmond N 9,,45.8,3.66,523.0,routed,48.0,network-estimate,1.0
8928308c33bffff,North Richmond NE 6,,38.7,3.1,0.0,routed,205.0,approach-review,1.0
8928308c343ffff,San Pablo N 5,,22.6,1.81,2105.0,routed,46.0,network-estimate,1.0
8928308c347ffff,San Pablo N 6,,29.3,2.34,2347.0,routed,8.0,network-estimate,1.0
8928308c34bffff,San Pablo N 7,,24.9,1.99,1223.0,routed,81.0,network-estimate,1.0
8928308c34fffff,San Pablo N 8,,27.5,2.2,1238.0,routed,55.0,network-estimate,1.0
8928308c353ffff,San Pablo N 2,,18.0,1.44,2330.0,routed,44.0,network-estimate,1.0
8928308c357ffff,San Pablo N 3,,22.8,1.82,1614.0,routed,180.0,approach-review,1.0
8928308c35bffff,San Pablo N 4,,21.6,1.73,1702.0,routed,82.0,network-estimate,1.0
8928308c363ffff,San Marcos Apartments SW 10,,35.3,2.82,1023.0,routed,96.0,network-estimate,1.0
8928308c367ffff,San Marcos Apartments SW 12,,45.0,3.6,0.0,routed,193.0,approach-review,1.0
8928308c36bffff,San Marcos Apartments SW 8,,37.7,3.02,1774.0,routed,165.0,approach-review,1.0
8928308c36fffff,San Marcos Apartments SW 9,,41.0,3.28,1049.0,routed,75.0,network-estimate,1.0
8928308c373ffff,San Pablo NW 6,,33.0,2.64,2132.0,routed,72.0,network-estimate,1.0
8928308c377ffff,San Pablo NW 7,,38.7,3.1,117.0,routed,64.0,network-estimate,1.0
8928308c37bffff,San Pablo N 9,,32.7,2.61,1312.0,routed,51.0,network-estimate,1.0
8928308c383ffff,North Richmond E 2,,26.1,2.09,0.0,routed,83.0,network-estimate,1.0
8928308c387ffff,North Richmond NE,,32.1,2.56,464.0,routed,93.0,network-estimate,1.0
8928308c38bffff,San Pablo W 4,,22.0,1.76,1447.0,routed,17.0,network-estimate,1.0
8928308c38fffff,North Richmond NE 3,,28.9,2.31,77.0,routed,86.0,network-estimate,1.0
8928308c393ffff,North Richmond E 3,,24.1,1.93,350.0,routed,122.0,approach-review,1.0
8928308c397ffff,North Richmond E,,27.8,2.22,1833.0,routed,74.0,network-estimate,1.0
8928308c39bffff,San Pablo W 5,,19.3,1.55,2613.0,routed,65.0,network-estimate,1.0
8928308c3a3ffff,North Richmond N 3,,36.8,2.94,629.0,routed,126.0,approach-review,1.0
8928308c3a7ffff,North Richmond N 4,,44.1,3.53,372.0,routed,78.0,network-estimate,1.0
8928308c3abffff,North Richmond N 5,,36.5,2.92,368.0,routed,61.0,network-estimate,1.0
8928308c3afffff,North Richmond N 6,,43.4,3.47,577.0,routed,113.0,approach-review,1.0
8928308c3b3ffff,North Richmond N,,38.5,3.08,710.0,routed,137.0,approach-review,1.0
8928308c3b7ffff,North Richmond N 2,,40.9,3.27,751.0,routed,89.0,network-estimate,1.0
8928308c3bbffff,North Richmond NE 2,,32.1,2.57,352.0,routed,37.0,network-estimate,1.0
8928308c3c3ffff,San Pablo W,,13.8,1.11,1317.0,routed,93.0,network-estimate,1.0
8928308c3c7ffff,San Pablo W 3,,18.6,1.49,1378.0,routed,109.0,approach-review,1.0
8928308c3cbffff,San Pablo N,,12.9,1.03,1555.0,routed,32.0,network-estimate,1.0
8928308c3cfffff,San Pablo NW,,17.0,1.36,2190.0,routed,138.0,approach-review,1.0
8928308c3d3ffff,San Pablo SW,,11.2,0.89,1659.0,routed,102.0,approach-review,1.0
8928308c3d7ffff,San Pablo W 2,,16.5,1.32,1377.0,routed,134.0,approach-review,1.0
8928308c3dbffff,San Pablo,,8.8,0.7,1460.0,routed,26.0,network-estimate,1.0
8928308c403ffff,Rows/Places at NOMA N,,27.5,2.2,1866.0,routed,25.0,network-estimate,1.0
8928308c407ffff,Nystrom Village S,,24.2,1.93,1416.0,routed,101.0,approach-review,1.0
8928308c40bffff,Nystrom Village SE 2,,20.7,1.66,1574.0,routed,86.0,network-estimate,1.0
8928308c40fffff,Nystrom Village SE,,22.5,1.8,1962.0,routed,144.0,approach-review,1.0
8928308c413ffff,Rows/Places at NOMA,,30.6,2.44,1775.0,routed,33.0,network-estimate,1.0
8928308c417ffff,Rows/Places at NOMA NW,,28.2,2.25,1096.0,routed,71.0,network-estimate,1.0
8928308c41bffff,Rows/Places at NOMA NE,,25.1,2.0,1496.0,routed,137.0,approach-review,1.0
8928308c423ffff,Nystrom Village W,,13.3,1.06,1816.0,routed,108.0,approach-review,1.0
8928308c427ffff,Atchison Village E 2,,7.8,0.62,1659.0,routed,96.0,network-estimate,1.0
8928308c42bffff,Nystrom Village N,,14.6,1.17,1664.0,routed,79.0,network-estimate,1.0
8928308c42fffff,Barrett Terrace Plaza Apartments S 2,,8.8,0.71,2038.0,routed,109.0,approach-review,1.0
8928308c433ffff,Nystrom Village SW,,18.4,1.47,1349.0,routed,48.0,network-estimate,1.0
8928308c437ffff,Atchison Village SE 3,,13.2,1.06,1905.0,routed,155.0,approach-review,1.0
8928308c43bffff,Nystrom Village,,19.3,1.54,1683.0,routed,82.0,network-estimate,1.0
8928308c443ffff,Easter Hill Village N,,19.6,1.57,1800.0,routed,98.0,network-estimate,1.0
8928308c447ffff,Easter Hill Village N 2,,17.0,1.36,1799.0,routed,128.0,approach-review,1.0
8928308c44bffff,Easter Hill Village NE,,11.2,0.89,1295.0,routed,82.0,network-estimate,1.0
8928308c44fffff,Easter Hill Village N 3,,13.0,1.04,1991.0,routed,138.0,approach-review,1.0
8928308c453ffff,Easter Hill Village,,21.5,1.72,1490.0,routed,91.0,network-estimate,1.0
8928308c457ffff,Easter Hill Village NW,,22.0,1.76,1661.0,routed,62.0,network-estimate,1.0
8928308c45bffff,Easter Hill Village E,,15.6,1.24,1840.0,routed,22.0,network-estimate,1.0
8928308c463ffff,Richmond SW,,17.1,1.37,1862.0,routed,68.0,network-estimate,1.0
8928308c467ffff,Nystrom Village N 2,,14.8,1.18,2010.0,routed,129.0,approach-review,1.0
8928308c46bffff,Richmond SE,,5.7,0.46,2429.0,routed,41.0,network-estimate,1.0
8928308c46fffff,Richmond W,,8.3,0.66,2230.0,routed,72.0,network-estimate,1.0
8928308c473ffff,Nystrom Village E,,16.5,1.32,1997.0,routed,135.0,approach-review,1.0
8928308c477ffff,Nystrom Village NE,,18.7,1.49,1602.0,routed,66.0,network-estimate,1.0
8928308c47bffff,Richmond S,,9.2,0.73,1976.0,routed,56.0,network-estimate,1.0
8928308c483ffff,Rows/Places at NOMA S 2,,30.5,2.44,966.0,routed,55.0,network-estimate,1.0
8928308c487ffff,Rows/Places at NOMA SW 2,,31.9,2.55,354.0,routed,171.0,approach-review,1.0
8928308c48bffff,Rows/Places at NOMA S,,25.9,2.07,1267.0,routed,78.0,network-estimate,1.0
8928308c48fffff,Rows/Places at NOMA SW,,31.3,2.51,1054.0,routed,63.0,network-estimate,1.0
8928308c493ffff,Rows/Places at NOMA S 4,,34.9,2.79,867.0,routed,27.0,network-estimate,1.0
8928308c497ffff,Rows/Places at NOMA SW 3,,36.4,2.91,536.0,routed,62.0,network-estimate,1.0
8928308c49bffff,Rows/Places at NOMA S 3,,32.3,2.58,856.0,routed,72.0,network-estimate,1.0
8928308c4a3ffff,Rows/Places at NOMA W 3,,29.5,2.36,414.0,routed,119.0,approach-review,1.0
8928308c4a7ffff,Atchison Village S 6,,22.8,1.83,270.0,routed,40.0,network-estimate,1.0
8928308c4abffff,Nystrom Village SW 2,,24.0,1.92,1201.0,routed,158.0,approach-review,1.0
8928308c4afffff,Nystrom Village SW 3,,23.7,1.9,598.0,routed,47.0,network-estimate,1.0
8928308c4b3ffff,Rows/Places at NOMA W 2,,32.2,2.58,0.0,routed,277.0,approach-review,1.0
8928308c4b7ffff,Rows/Places at NOMA W 4,,27.2,2.18,7.0,routed,183.0,approach-review,1.0
8928308c4bbffff,Rows/Places at NOMA W,,27.5,2.2,661.0,routed,66.0,network-estimate,1.0
8928308c4c3ffff,Marina Bay N,,20.0,1.6,2341.0,routed,57.0,network-estimate,1.0
8928308c4c7ffff,Rows/Places at NOMA E,,24.9,1.99,499.0,routed,60.0,network-estimate,1.0
8928308c4cbffff,Easter Hill Village SE,,26.4,2.12,212.0,routed,78.0,network-estimate,1.0
8928308c4cfffff,Easter Hill Village SW,,24.7,1.98,783.0,routed,165.0,approach-review,1.0
8928308c4d3ffff,Marina Bay,,18.4,1.47,1805.0,routed,100.0,network-estimate,1.0
8928308c4d7ffff,Marina Bay NW,,21.8,1.74,2010.0,routed,55.0,network-estimate,1.0
8928308c4dbffff,Marina Bay NE,,10.2,0.82,262.0,routed,84.0,network-estimate,1.0
8928308c503ffff,Atchison Village W,,45.4,3.63,0.0,routed,91.0,detour-review,1.0
8928308c507ffff,Atchison Village W 3,,16.3,1.31,403.0,routed,63.0,network-estimate,1.0
8928308c50bffff,Atchison Village NW,,15.3,1.23,233.0,routed,125.0,approach-review,1.0
8928308c50fffff,Atchison Village NW 3,,21.7,1.74,214.0,routed,143.0,approach-review,1.0
8928308c513ffff,Atchison Village SW 2,,13.7,1.1,485.0,routed,30.0,network-estimate,1.0
8928308c517ffff,Atchison Village W 2,,16.7,1.33,0.0,routed,125.0,approach-review,1.0
8928308c51bffff,Atchison Village,,15.4,1.23,968.0,routed,128.0,approach-review,1.0
8928308c523ffff,Atchison Village NW 8,,26.5,2.12,0.0,routed,171.0,approach-review,1.0
8928308c527ffff,Atchison Village NW 12,,30.5,2.44,0.0,routed,124.0,approach-review,1.0
8928308c52bffff,Atchison Village NW 7,,27.1,2.17,0.0,routed,99.0,network-estimate,1.0
8928308c52fffff,Atchison Village NW 11,,32.8,2.63,0.0,routed,202.0,approach-review,1.0
8928308c533ffff,Atchison Village W 4,,19.4,1.55,22.0,routed,231.0,approach-review,1.0
8928308c537ffff,Atchison Village W 5,,21.8,1.74,159.0,routed,100.0,network-estimate,1.0
8928308c53bffff,Atchison Village NW 5,,22.9,1.83,0.0,routed,100.0,network-estimate,1.0
8928308c543ffff,Atchison Village NE,,5.2,0.41,1702.0,routed,63.0,network-estimate,1.0
8928308c547ffff,Atchison Village N,,9.1,0.73,915.0,routed,98.0,network-estimate,1.0
8928308c54bffff,Barrett Terrace Plaza Apartments,,2.1,0.16,1833.0,routed,81.0,network-estimate,1.0
8928308c54fffff,Iron Triangle W,,7.8,0.62,1663.0,routed,81.0,network-estimate,1.0
8928308c553ffff,Atchison Village E,,9.5,0.76,1728.0,routed,107.0,approach-review,1.0
8928308c557ffff,Atchison Village Park,,11.4,0.91,1267.0,routed,106.0,approach-review,1.0
8928308c55bffff,Barrett Terrace Plaza Apartments S,,3.3,0.27,1938.0,routed,89.0,network-estimate,1.0
8928308c563ffff,Atchison Village N 3,,28.0,2.24,237.0,routed,32.0,network-estimate,1.0
8928308c567ffff,Atchison Village NW 6,,28.8,2.3,186.0,routed,112.0,approach-review,1.0
8928308c56bffff,Iron Triangle NW 2,,29.7,2.38,256.0,routed,182.0,approach-review,1.0
8928308c56fffff,Atchison Village N 4,,32.4,2.59,302.0,routed,234.0,approach-review,1.0
8928308c573ffff,Atchison Village NW 2,,37.0,2.96,0.0,routed,50.0,network-estimate,1.0
8928308c577ffff,Atchison Village NW 4,,24.8,1.98,79.0,routed,81.0,network-estimate,1.0
8928308c57bffff,Atchison Village N 2,,32.5,2.6,39.0,routed,49.0,detour-review,1.0
8928308c583ffff,Point Richmond E,,7.6,0.61,1875.0,routed,74.0,network-estimate,1.0
8928308c587ffff,Point Richmond,,1.4,0.11,1972.0,routed,56.0,network-estimate,1.0
8928308c58bffff,Atchison Village SW 3,,11.5,0.92,178.0,routed,114.0,approach-review,1.0
8928308c58fffff,Point Richmond NE,,9.6,0.77,347.0,routed,74.0,network-estimate,1.0
8928308c593ffff,Point Richmond SE,,9.1,0.73,1081.0,routed,110.0,approach-review,1.0
8928308c597ffff,Point Richmond S,,5.3,0.42,2364.0,routed,73.0,network-estimate,1.0
8928308c59bffff,Point Richmond E 2,,11.8,0.95,1102.0,routed,64.0,network-estimate,1.0
8928308c5a3ffff,Point Richmond NW 2,,13.4,1.07,392.0,routed,101.0,approach-review,1.0
8928308c5a7ffff,Point Richmond NW 4,,14.8,1.18,650.0,routed,80.0,network-estimate,1.0
8928308c5abffff,Point Richmond N 2,,13.2,1.06,646.0,routed,62.0,network-estimate,1.0
8928308c5afffff,Point Richmond N 3,,16.9,1.35,205.0,routed,104.0,approach-review,1.0
8928308c5b3ffff,Point Richmond NW,,4.9,0.39,2632.0,routed,64.0,network-estimate,1.0
8928308c5b7ffff,Point Richmond NW 3,,10.2,0.82,2119.0,routed,87.0,network-estimate,1.0
8928308c5bbffff,Point Richmond N,,8.5,0.68,605.0,routed,48.0,network-estimate,1.0
8928308c5c3ffff,Atchison Village S 2,,19.6,1.57,45.0,routed,148.0,approach-review,1.0
8928308c5c7ffff,Atchison Village SW,,17.7,1.41,38.0,routed,152.0,approach-review,1.0
8928308c5cbffff,Atchison Village SE,,13.2,1.05,1989.0,routed,64.0,network-estimate,1.0
8928308c5cfffff,Atchison Village S,,15.3,1.22,620.0,routed,48.0,network-estimate,1.0
8928308c5d3ffff,Atchison Village S 4,,18.5,1.48,0.0,routed,107.0,approach-review,1.0
8928308c5d7ffff,Atchison Village S 3,,13.6,1.09,0.0,routed,126.0,approach-review,1.0
8928308c5dbffff,Atchison Village SE 2,,20.1,1.6,589.0,routed,90.0,network-estimate,1.0
8928308c603ffff,East Richmond SW 4,,11.1,0.89,2014.0,routed,59.0,network-estimate,1.0
8928308c607ffff,East Richmond W 5,,8.4,0.67,1727.0,routed,52.0,network-estimate,1.0
8928308c60bffff,East Richmond SW 2,,16.4,1.31,1055.0,routed,56.0,network-estimate,1.0
8928308c60fffff,East Richmond W 2,,14.6,1.17,1733.0,routed,38.0,network-estimate,1.0
8928308c613ffff,East Richmond SW 5,,6.7,0.53,2073.0,routed,66.0,network-estimate,1.0
8928308c617ffff,East Richmond SW 6,,4.8,0.39,2148.0,routed,104.0,approach-review,1.0
8928308c61bffff,East Richmond SW 3,,13.2,1.06,1057.0,routed,39.0,network-estimate,1.0
8928308c623ffff,Richmond NE 6,,15.6,1.25,2180.0,routed,120.0,approach-review,1.0
8928308c627ffff,Richmond NE 5,,14.0,1.12,1997.0,routed,139.0,approach-review,1.0
8928308c62bffff,East Richmond W 6,,18.2,1.46,1999.0,routed,133.0,approach-review,1.0
8928308c62fffff,Richmond NE 8,,19.1,1.53,1927.0,routed,137.0,approach-review,1.0
8928308c633ffff,Richmond NE 4,,12.4,0.99,1737.0,routed,199.0,approach-review,1.0
8928308c637ffff,Richmond NE 3,,10.7,0.86,1679.0,routed,118.0,approach-review,1.0
8928308c63bffff,East Richmond W 4,,13.3,1.06,2459.0,routed,85.0,network-estimate,1.0
8928308c643ffff,East Richmond SE,,25.5,2.04,1593.0,routed,189.0,approach-review,1.0
8928308c647ffff,East Richmond SW,,23.1,1.85,1793.0,routed,138.0,approach-review,1.0
8928308c64bffff,Mira Vista School Park,,30.5,2.44,690.0,routed,90.0,network-estimate,1.0
8928308c64fffff,East Richmond,,28.0,2.24,1806.0,routed,113.0,approach-review,1.0
8928308c653ffff,East Richmond S 2,,22.2,1.77,1972.0,routed,155.0,approach-review,1.0
8928308c657ffff,East Richmond S,,19.2,1.54,1799.0,routed,40.0,network-estimate,1.0
8928308c65bffff,East Richmond SE 2,,27.2,2.18,1827.0,routed,106.0,approach-review,1.0
8928308c663ffff,East Richmond NW 2,,21.9,1.75,1627.0,routed,118.0,approach-review,1.0
8928308c667ffff,East Richmond NW 4,,20.3,1.62,1736.0,routed,56.0,network-estimate,1.0
8928308c66bffff,East Richmond N 2,,28.1,2.25,1697.0,routed,82.0,network-estimate,1.0
8928308c66fffff,East Richmond NW 3,,22.3,1.78,1448.0,routed,31.0,network-estimate,1.0
8928308c673ffff,East Richmond W,,19.6,1.57,1621.0,routed,142.0,approach-review,1.0
8928308c677ffff,East Richmond W 3,,17.4,1.39,1793.0,routed,30.0,network-estimate,1.0
8928308c67bffff,East Richmond NW,,23.9,1.92,1552.0,routed,56.0,network-estimate,1.0
8928308c683ffff,Easter Hill Village NE 4,,8.0,0.64,1630.0,routed,75.0,network-estimate,1.0
8928308c687ffff,Easter Hill Village NE 3,,5.2,0.42,1916.0,routed,102.0,approach-review,1.0
8928308c68bffff,East Richmond SW 7,,7.8,0.63,1238.0,routed,102.0,approach-review,1.0
8928308c68fffff,Richmond E 6,,2.9,0.23,1104.0,routed,25.0,network-estimate,1.0
8928308c693ffff,Crescent Park Apartments NW 5,,12.6,1.01,1103.0,routed,45.0,network-estimate,1.0
8928308c697ffff,Easter Hill Village NE 2,,9.2,0.74,1803.0,routed,128.0,approach-review,1.0
8928308c69bffff,Crescent Park Apartments N 4,,13.3,1.06,1543.0,routed,194.0,approach-review,1.0
8928308c6a3ffff,Richmond E 2,,5.5,0.44,1512.0,routed,47.0,network-estimate,1.0
8928308c6a7ffff,Richmond E,,1.1,0.09,1756.0,routed,26.0,network-estimate,1.0
8928308c6abffff,Richmond E 4,,9.1,0.73,2059.0,routed,40.0,network-estimate,1.0
8928308c6afffff,Richmond E 3,,6.5,0.52,2049.0,routed,133.0,approach-review,1.0
8928308c6b3ffff,Nicholl Park,,7.5,0.6,919.0,routed,115.0,approach-review,1.0
8928308c6b7ffff,Richmond SE 2,,4.8,0.39,1642.0,routed,128.0,approach-review,1.0
8928308c6bbffff,Richmond E 5,,3.0,0.24,1441.0,routed,1.0,network-estimate,1.0
8928308c6c3ffff,East Richmond S 6,,14.7,1.17,1156.0,routed,52.0,network-estimate,1.0
8928308c6c7ffff,East Richmond S 5,,9.9,0.79,1163.0,routed,89.0,network-estimate,1.0
8928308c6cbffff,East Richmond S 4,,19.5,1.56,1901.0,routed,83.0,network-estimate,1.0
8928308c6cfffff,East Richmond S 3,,16.7,1.34,2011.0,routed,83.0,network-estimate,1.0
8928308c6d3ffff,Crescent Park Apartments N 5,,17.1,1.37,604.0,routed,18.0,network-estimate,1.0
8928308c6d7ffff,Crescent Park Apartments N 6,,15.0,1.2,1109.0,routed,88.0,network-estimate,1.0
8928308c6dbffff,Crescent Park Apartments N 7,,19.3,1.55,1997.0,routed,160.0,approach-review,1.0
8928308c803ffff,North Richmond NW 74,,98.3,7.87,0.0,routed,2618.0,approach-review,1.0
8928308c807ffff,North Richmond NW 84,,102.3,8.19,0.0,routed,2937.0,approach-review,1.0
8928308c80bffff,North Richmond NW 73,,96.1,7.69,0.0,routed,2697.0,approach-review,1.0
8928308c80fffff,North Richmond NW 83,,101.9,8.16,0.0,routed,2907.0,approach-review,1.0
8928308c813ffff,North Richmond NW 67,,94.9,7.6,0.0,routed,2347.0,approach-review,1.0
8928308c817ffff,North Richmond NW 77,,102.4,8.19,0.0,routed,2481.0,approach-review,1.0
8928308c81bffff,North Richmond NW 66,,94.5,7.56,0.0,routed,2307.0,approach-review,1.0
8928308c823ffff,North Richmond NW 105,,113.5,9.08,0.0,routed,3373.0,approach-review,1.0
8928308c827ffff,North Richmond NW 116,,123.8,9.91,0.0,routed,3483.0,approach-review,1.0
8928308c82bffff,North Richmond NW 102,,109.4,8.76,0.0,routed,3507.0,approach-review,1.0
8928308c82fffff,North Richmond NW 113,,117.3,9.39,0.0,routed,3678.0,approach-review,1.0
8928308c833ffff,North Richmond NW 95,,109.8,8.79,0.0,routed,3079.0,approach-review,1.0
8928308c837ffff,North Richmond NW 106,,120.2,9.61,0.0,routed,3189.0,approach-review,1.0
8928308c83bffff,North Richmond NW 94,,105.8,8.46,0.0,routed,3215.0,approach-review,1.0
8928308c843ffff,North Richmond NW 60,,89.4,7.15,0.0,routed,2418.0,approach-review,1.0
8928308c847ffff,North Richmond NW 71,,96.2,7.7,0.0,routed,2707.0,approach-review,1.0
8928308c84bffff,North Richmond NW 61,,87.7,7.01,0.0,routed,2284.0,approach-review,1.0
8928308c84fffff,North Richmond NW 70,,91.9,7.35,0.0,routed,2624.0,approach-review,1.0
8928308c853ffff,North Richmond NW 52,,88.8,7.1,0.0,routed,2109.0,approach-review,1.0
8928308c857ffff,North Richmond NW 62,,92.3,7.39,0.0,routed,2396.0,approach-review,1.0
8928308c85bffff,North Richmond NW 51,,85.0,6.8,0.0,routed,2071.0,approach-review,1.0
8928308c863ffff,North Richmond NW 89,,103.7,8.3,0.0,routed,3306.0,approach-review,1.0
8928308c867ffff,North Richmond NW 101,,107.3,8.59,0.0,routed,3596.0,approach-review,1.0
8928308c86bffff,North Richmond NW 88,,128.8,10.3,0.0,routed,3036.0,approach-review,1.0
8928308c86fffff,North Richmond NW 99,,134.4,10.75,0.0,routed,3318.0,approach-review,1.0
8928308c873ffff,North Richmond NW 81,,99.8,7.99,0.0,routed,2996.0,approach-review,1.0
8928308c877ffff,North Richmond NW 92,,105.7,8.46,0.0,routed,3209.0,approach-review,1.0
8928308c87bffff,North Richmond NW 79,,96.2,7.7,0.0,routed,2967.0,approach-review,1.0
8928308c883ffff,North Richmond NW 65,,95.1,7.61,0.0,routed,2053.0,approach-review,1.0
8928308c887ffff,North Richmond NW 76,,96.8,7.75,0.0,routed,1992.0,approach-review,1.0
8928308c88bffff,North Richmond NW 59,,91.9,7.35,0.0,routed,2101.0,approach-review,1.0
8928308c88fffff,North Richmond NW 69,,98.9,7.91,0.0,routed,2206.0,approach-review,1.0
8928308c893ffff,North Richmond NW 58,,90.7,7.26,0.0,routed,1703.0,approach-review,1.0
8928308c897ffff,North Richmond NW 68,,92.4,7.39,0.0,routed,1639.0,approach-review,1.0
8928308c89bffff,North Richmond NW 54,,89.7,7.18,0.0,routed,1882.0,approach-review,1.0
8928308c8a3ffff,North Richmond NW 93,,103.4,8.27,0.0,routed,2514.0,approach-review,1.0
8928308c8a7ffff,North Richmond NW 104,,132.0,10.56,0.0,routed,2597.0,approach-review,1.0
8928308c8abffff,North Richmond NW 87,,105.7,8.45,0.0,routed,2698.0,approach-review,1.0
8928308c8afffff,North Richmond NW 98,,135.2,10.82,0.0,routed,2855.0,approach-review,1.0
8928308c8b3ffff,North Richmond NW 85,,99.0,7.92,0.0,routed,2162.0,approach-review,1.0
8928308c8b7ffff,North Richmond NW 96,,127.7,10.21,0.0,routed,2250.0,approach-review,1.0
8928308c8bbffff,North Richmond NW 82,,101.3,8.1,0.0,routed,2345.0,approach-review,1.0
8928308c8c3ffff,North Richmond NW 48,,87.0,6.96,0.0,routed,1708.0,approach-review,1.0
8928308c8c7ffff,North Richmond NW 57,,90.9,7.27,0.0,routed,2023.0,approach-review,1.0
8928308c8cbffff,North Richmond NW 46,,84.8,6.79,0.0,routed,1795.0,approach-review,1.0
8928308c8cfffff,North Richmond NW 55,,88.6,7.09,0.0,routed,2098.0,approach-review,1.0
8928308c8d3ffff,North Richmond NW 42,,83.5,6.68,0.0,routed,1431.0,approach-review,1.0
8928308c8d7ffff,North Richmond NW 50,,87.7,7.01,0.0,routed,1763.0,approach-review,1.0
8928308c8dbffff,North Richmond NW 40,,81.1,6.49,0.0,routed,1500.0,approach-review,1.0
8928308c94bffff,North Richmond NW 132,,131.6,10.52,0.0,routed,4099.0,approach-review,0.0
8928308c953ffff,North Richmond NW 126,,145.1,11.61,0.0,routed,3644.0,approach-review,0.223
8928308c95bffff,North Richmond NW 124,,127.6,10.21,0.0,routed,3787.0,approach-review,0.628
